Order_No,Time from Pickup To arrival
Order_No_22324,1123.7453948436596
Order_No_4080,1033.3480910875733
Order_No_2551,1693.2400237499096
Order_No_6576,1804.3363723375733
Order_No_23150,1963.2908049999096
Order_No_12488,1564.9457473375733
Order_No_14209,1106.8305129625733
Order_No_14944,1859.3376799999096
Order_No_105,1371.4008254625733
Order_No_6400,1960.6215285875733
Order_No_23670,1098.8483962633545
Order_No_11927,2225.6957473375733
Order_No_672,1983.6488723375733
Order_No_24305,1436.5134612499096
Order_No_23438,843.5473098375733
Order_No_11297,2526.8207473375733
Order_No_25875,772.1415481188233
Order_No_2483,1750.0759612499096
Order_No_22525,2286.0473098375733
Order_No_85,1428.6736174999096
Order_No_25252,618.5102004625733
Order_No_16007,2268.0121535875733
Order_No_10988,1430.3090285875733
Order_No_15321,2100.4535598375733
Order_No_16080,933.8266067125733
Order_No_11090,1333.4509612499096
Order_No_21090,1475.6098098375733
Order_No_1621,1477.9262160875733
Order_No_24456,1684.7426223375733
Order_No_5036,1315.7230910875733
Order_No_15675,2289.5753860094483
Order_No_5672,1463.9105910875733
Order_No_4333,753.8402785875733
Order_No_20768,1267.5570754625733
Order_No_12336,1684.9574660875733
Order_No_12293,1576.4769973375733
Order_No_6103,1321.7719192125733
Order_No_25920,782.1644973375733
Order_No_2159,1583.1566848375733
Order_No_13215,800.6840285875733
Order_No_15620,2067.1957473375733
Order_No_27406,1659.5473098375733
Order_No_3092,2597.7152785875733
Order_No_21088,1009.1997756578858
Order_No_6448,1293.2335891344483
Order_No_23769,1484.6189299999096
Order_No_2640,1405.0941848375733
Order_No_19108,1671.6501799999096
Order_No_2796,1471.8689299999096
Order_No_16473,1712.8884612499096
Order_No_2754,1411.2615081249096
Order_No_2678,1755.0212737499096
Order_No_12053,2001.6684035875733
Order_No_17071,1271.5004348375733
Order_No_4656,1586.2894973375733
Order_No_27607,1475.3627395250733
Order_No_6709,1719.7113723375733
Order_No_25036,1178.4841643749096
Order_No_16694,1038.8142424999096
Order_No_24366,2383.6488723375733
Order_No_9590,1811.0251799999096
Order_No_5658,1872.6019973375733
Order_No_13152,862.6814299999096
Order_No_27538,1350.1019973375733
Order_No_2782,1316.5486174999096
Order_No_1311,333.88431545280764
Order_No_10249,2509.1267424999096
Order_No_2624,1987.5297317125733
Order_No_27601,867.6393508531983
Order_No_4252,1505.0090407946045
Order_No_22149,1419.8480910875733
Order_No_2699,2519.4861174999096
Order_No_12371,1397.8940505602295
Order_No_14848,931.8695754625733
Order_No_10438,1021.8368606188233
Order_No_23513,1776.3728362499096
Order_No_9878,1342.4769973375733
Order_No_9218,1185.4667434313233
Order_No_28256,1500.2558059313233
Order_No_25676,1226.7406692125733
Order_No_26922,1398.3412551500733
Order_No_7589,1162.9613723375733
Order_No_124,1657.1336135485108
Order_No_14779,1282.5993987499096
Order_No_26218,1359.4587737499096
Order_No_19977,1324.2738723375733
Order_No_14440,1612.3611174999096
Order_No_9561,1320.1644973375733
Order_No_9009,1039.6078567125733
Order_No_20146,1928.5629348375733
Order_No_7718,1448.1996535875733
Order_No_16083,1248.1840285875733
Order_No_3126,851.2992629625733
Order_No_801,1309.8715285875733
Order_No_5373,1380.7322463610108
Order_No_7421,779.1488723375733
Order_No_602,2710.6703567125733
Order_No_9418,1530.5915862499096
Order_No_27144,1579.3773879625733
Order_No_16792,968.2768020250733
Order_No_21252,1507.6019973375733
Order_No_21129,1580.6708449938233
Order_No_18774,1720.0941848375733
Order_No_20974,1488.8168410875733
Order_No_5267,1171.1337356188233
Order_No_25107,1579.4125442125733
Order_No_611,2248.4418410875733
Order_No_13596,2214.6098098375733
Order_No_465,971.9555129625733
Order_No_2236,2278.5798674999096
Order_No_3411,1073.5365676500733
Order_No_17613,1350.0687942125733
Order_No_27381,1988.2328567125733
Order_No_26072,1391.6430129625733
Order_No_19414,2450.3871535875733
Order_No_21954,1992.3031692125733
Order_No_22538,1813.7309035875733
Order_No_10756,1950.0902785875733
Order_No_23756,1723.2543410875733
Order_No_3807,2127.0824660875733
Order_No_18694,1460.2738723375733
Order_No_27245,1177.7543410875733
Order_No_12437,797.3396331249096
Order_No_27751,1434.0251799999096
Order_No_22832,1556.6322707750733
Order_No_3904,1330.7621535875733
Order_No_5230,1100.0204543688233
Order_No_13968,1009.4745559313233
Order_No_23129,674.6957473375733
Order_No_25454,1327.5785598375733
Order_No_25963,1231.2214690624096
Order_No_13552,1295.5940627672608
Order_No_2495,1391.8842239000733
Order_No_5081,1042.4779739000733
Order_No_2922,1200.9066848375733
Order_No_2016,1687.7738723375733
Order_No_1104,1701.1957473375733
Order_No_27980,1159.9691848375733
Order_No_26414,1941.7992629625733
Order_No_22882,1722.6859817125733
Order_No_18730,2130.2777785875733
Order_No_22573,1579.3969192125733
Order_No_3483,1265.1019973375733
Order_No_23613,1285.5800246813233
Order_No_13591,1729.7641067125733
Order_No_11271,1303.7606887438233
Order_No_26896,1415.1996535875733
Order_No_8184,1465.6059035875733
Order_No_19027,2763.1723098375733
Order_No_1146,1444.4457473375733
Order_No_192,1218.4828567125733
Order_No_14758,810.9828567125733
Order_No_23931,1071.1137160875733
Order_No_9924,2167.0316848375733
Order_No_21201,1650.8064299999096
Order_No_12726,968.5043410875733
Order_No_25899,1028.0980910875733
Order_No_26621,1676.7576018749096
Order_No_17483,1748.7439299999096
Order_No_2943,2068.8754348375733
Order_No_6923,1282.4848098375733
Order_No_181,2167.4848098375733
Order_No_19543,1277.2035598375733
Order_No_11022,1814.5355910875733
Order_No_16940,2071.5238723375733
Order_No_22316,1708.6527785875733
Order_No_24662,1534.7816848375733
Order_No_7034,2610.9223098375733
Order_No_13090,1017.3044768749096
Order_No_761,1063.2260207750733
Order_No_25720,1059.9158049999096
Order_No_12467,1911.869514427417
Order_No_16527,813.0687942125733
Order_No_15886,1466.4208449938233
Order_No_14129,1173.4613723375733
Order_No_22079,4298.226997337573
Order_No_9552,1345.2084426500733
Order_No_28093,1038.9646331249096
Order_No_3167,1187.4314299999096
Order_No_18111,655.9984817125733
Order_No_10981,1012.3871535875733
Order_No_17959,2699.1007766344483
Order_No_19855,377.50165554069827
Order_No_21278,1830.8090285875733
Order_No_5819,2276.5004348375733
Order_No_26651,1007.9548674999096
Order_No_6273,928.9008254625733
Order_No_15656,1247.1019973375733
Order_No_22,2027.6137160875733
Order_No_17367,2615.2191848375733
Order_No_257,1369.6863128124096
Order_No_15175,2209.8129348375733
Order_No_546,1961.4103469469483
Order_No_20915,1059.7167434313233
Order_No_22885,1210.0995254137451
Order_No_4613,2695.1937942125733
Order_No_5473,1252.4086379625733
Order_No_4698,1105.0297317125733
Order_No_5638,1586.5368987499096
Order_No_20471,2659.6150237499096
Order_No_17954,1775.4848098375733
Order_No_14468,2574.7084426500733
Order_No_2968,1608.6469192125733
Order_No_24419,1310.7660598375733
Order_No_7674,2320.9769973375733
Order_No_26560,864.2621535875733
Order_No_15611,1243.9958831249096
Order_No_15085,2163.8031692125733
Order_No_1440,1866.1547317125733
Order_No_18237,1495.1176223375733
Order_No_8092,1595.0941848375733
Order_No_529,1473.5261565624096
Order_No_22717,1406.8974074938233
Order_No_3509,1423.0180129625733
Order_No_26201,1582.1781692125733
Order_No_20497,1293.3285598375733
Order_No_12558,1734.3598098375733
Order_No_23463,1006.3285598375733
Order_No_18978,2293.7908049999096
Order_No_5508,1840.3793410875733
Order_No_11317,672.2063674547608
Order_No_13632,1431.6527785875733
Order_No_3751,1900.2621535875733
Order_No_27592,2643.4027785875733
Order_No_25276,1875.6658049999096
Order_No_18188,1744.9672317125733
Order_No_27593,1511.1098098375733
Order_No_2022,1278.5743941881592
Order_No_4713,1088.8832473375733
Order_No_23001,1633.2663909374096
Order_No_9222,1994.1469192125733
Order_No_3417,1620.8090285875733
Order_No_3133,1703.3637160875733
Order_No_1571,1405.1684035875733
Order_No_14300,2019.0512160875733
Order_No_4825,801.9951858141358
Order_No_26248,1432.9353362499096
Order_No_22868,1273.1762160875733
Order_No_793,1417.4906692125733
Order_No_891,2602.6410598375733
Order_No_6505,1453.8988723375733
Order_No_12415,1514.2660598375733
Order_No_5850,1323.5642424999096
Order_No_12144,1945.5863723375733
Order_No_7476,1458.0150832750733
Order_No_20096,2160.8422317125733
Order_No_13743,1580.2543410875733
Order_No_4724,1572.6923904039795
Order_No_13814,1877.2009612499096
Order_No_15469,1473.1332473375733
Order_No_5324,1676.7263518749096
Order_No_11383,2697.1098098375733
Order_No_11795,1468.2269973375733
Order_No_28131,1640.8598098375733
Order_No_9343,1603.7318801500733
Order_No_14195,1505.8005706249096
Order_No_2454,2012.6566848375733
Order_No_26609,1273.2387160875733
Order_No_28252,1773.8988723375733
Order_No_23205,2405.7269973375733
Order_No_9462,1569.434699974292
Order_No_5007,2088.5123977281983
Order_No_19715,1450.8051223375733
Order_No_18543,1346.7230910875733
Order_No_4723,951.3767424999096
Order_No_8211,2445.3363723375733
Order_No_20360,1531.1684035875733
Order_No_24462,2501.6644973375733
Order_No_25386,1100.7269973375733
Order_No_26627,2664.1488723375733
Order_No_26824,1213.0004348375733
Order_No_16072,1393.2914504625733
Order_No_26274,1912.3480910875733
Order_No_24873,1868.0238723375733
Order_No_2196,1177.9496535875733
Order_No_6178,2062.0082473375733
Order_No_4860,1199.7426223375733
Order_No_15161,3025.8923674999096
Order_No_17712,1158.730323753589
Order_No_19520,2407.7660598375733
Order_No_1723,1583.8103362499096
Order_No_8405,917.7875442125733
Order_No_15590,1644.8988723375733
Order_No_19280,2935.7113723375733
Order_No_19525,1929.3771743395264
Order_No_12356,1151.6794768749096
Order_No_22797,1864.5668410875733
Order_No_14572,1503.0316848375733
Order_No_24329,1334.9027785875733
Order_No_8204,1808.4809035875733
Order_No_24862,1220.2348098375733
Order_No_7993,1533.6384612499096
Order_No_25182,948.1156692125733
Order_No_26175,2187.8100051500733
Order_No_22936,1748.3842239000733
Order_No_9627,974.9887160875733
Order_No_21478,715.2956008531983
Order_No_2713,1329.7553176500733
Order_No_12912,1583.3754348375733
Order_No_9733,1567.4769973375733
Order_No_27705,1356.9955520250733
Order_No_24072,1640.8129348375733
Order_No_6066,866.6488723375733
Order_No_23990,2373.1488723375733
Order_No_15876,1302.5785598375733
Order_No_9212,2501.8689299999096
Order_No_11773,2266.1723098375733
Order_No_17001,2379.2101516344483
Order_No_19824,1390.1879348375733
Order_No_7583,1773.2030715563233
Order_No_23644,1362.2426223375733
Order_No_27423,1941.0668410875733
Order_No_1309,2008.6176223375733
Order_No_5014,514.2151259996826
Order_No_27602,2626.4066848375733
Order_No_2683,1764.4694289781983
Order_No_16570,791.3983535387451
Order_No_5495,1884.4379348375733
Order_No_11062,1665.4179153063233
Order_No_15357,1070.0141067125733
Order_No_20901,1629.8572112499096
Order_No_3808,1473.1215285875733
Order_No_25818,2193.0251799999096
Order_No_3542,889.3982268749096
Order_No_22955,1704.8715285875733
Order_No_5028,2107.2738723375733
Order_No_13893,1885.1272658922608
Order_No_16106,1475.8401214061596
Order_No_7035,2814.6723098375733
Order_No_23600,1027.7084426500733
Order_No_10096,2420.6098098375733
Order_No_4422,1539.9613723375733
Order_No_10341,1170.837013206714
Order_No_4605,1610.2204924999096
Order_No_25427,949.4223098375733
Order_No_860,2568.9926223375733
Order_No_11938,821.9115676500733
Order_No_13777,1734.6176223375733
Order_No_19433,728.7931594469483
Order_No_7271,1921.6644973375733
Order_No_3128,1482.5629348375733
Order_No_24648,1873.8969192125733
Order_No_7965,1390.4066848375733
Order_No_23539,3032.2204924999096
Order_No_620,1669.9294768749096
Order_No_16350,1279.6111174999096
Order_No_13676,1099.7211379625733
Order_No_20882,1636.0941848375733
Order_No_3166,2412.5056487499096
Order_No_3996,1365.7621535875733
Order_No_13507,911.2489699938233
Order_No_6049,1779.1931487499096
Order_No_11012,1818.4457473375733
Order_No_7826,1865.9379348375733
Order_No_11432,1606.3539504625733
Order_No_23548,1721.7113723375733
Order_No_7735,908.5658645250733
Order_No_2526,855.1918410875733
Order_No_2752,895.4906692125733
Order_No_9824,1752.9535598375733
Order_No_1993,2533.1840285875733
Order_No_715,1311.3949660875733
Order_No_287,1705.9574660875733
Order_No_13954,1902.1059035875733
Order_No_25369,1005.7357864000733
Order_No_21794,1313.7191848375733
Order_No_23016,1687.4281692125733
Order_No_27703,1135.3148879625733
Order_No_22610,1942.6410598375733
Order_No_26104,1662.2309035875733
Order_No_9200,1530.1658049999096
Order_No_3963,1226.6703567125733
Order_No_24998,1160.7094192125733
Order_No_24952,1733.0707473375733
Order_No_16235,2087.2543410875733
Order_No_15692,978.5759612499096
Order_No_1732,1318.0603362499096
Order_No_13963,1243.0512160875733
Order_No_25436,1082.6840285875733
Order_No_12173,1184.7575149156983
Order_No_8096,1793.9929534374096
Order_No_16354,960.9603042223389
Order_No_4998,1520.5258254625733
Order_No_19767,1291.0473098375733
Order_No_17583,1731.7035598375733
Order_No_20165,1424.3153762438233
Order_No_27413,2161.0740081249096
Order_No_18577,1073.4789504625733
Order_No_27366,1187.0824660875733
Order_No_2182,1319.7875442125733
Order_No_23384,1686.3168410875733
Order_No_23544,1241.0378753124096
Order_No_25780,1670.1391067125733
Order_No_24473,1691.8676223375733
Order_No_1017,1603.2953567125733
Order_No_4219,1295.7836379625733
Order_No_26712,1814.0287551500733
Order_No_12769,1263.5160598375733
Order_No_23300,2117.1703567125733
Order_No_12204,1590.0062942125733
Order_No_15798,855.9529143749096
Order_No_22980,1367.9828567125733
Order_No_7451,1137.5961379625733
Order_No_22233,1157.9848098375733
Order_No_21329,1466.2348098375733
Order_No_3821,1583.9105910875733
Order_No_15311,1172.7361174999096
Order_No_2634,1340.2934035875733
Order_No_13267,1067.7758254625733
Order_No_18825,1965.1814299999096
Order_No_1226,1213.1111174999096
Order_No_23290,1369.8689299999096
Order_No_5187,1655.4900237499096
Order_No_24109,2433.7963332750733
Order_No_20780,792.5746535875733
Order_No_21195,649.449836693042
Order_No_20277,1576.6176223375733
Order_No_25197,949.2279739000733
Order_No_4300,816.4242629625733
Order_No_8640,2348.1723098375733
Order_No_7512,2864.6879348375733
Order_No_1820,2226.2043532946045
Order_No_18556,2406.5251799999096
Order_No_23927,2072.6762160875733
Order_No_8005,1712.7035598375733
Order_No_2549,1712.5355910875733
Order_No_27750,883.8441848375733
Order_No_24292,1236.0531692125733
Order_No_6218,2686.3754348375733
Order_No_26297,1014.6137160875733
Order_No_26382,1881.2152785875733
Order_No_2933,454.03043361687014
Order_No_1643,3476.1189299999096
Order_No_1795,1531.4997893749096
Order_No_19055,1153.4465407946045
Order_No_16755,1783.7523879625733
Order_No_7552,1314.7029143749096
Order_No_954,1565.0746535875733
Order_No_13396,950.4123870311596
Order_No_272,1068.522590599292
Order_No_7526,1506.5727004625733
Order_No_7639,902.9574660875733
Order_No_362,1735.8598098375733
Order_No_11265,1859.8227004625733
Order_No_19991,1349.7870559313233
Order_No_2898,1720.2048674999096
Order_No_24041,1589.0575637438233
Order_No_9306,1666.2943801500733
Order_No_24256,2647.8598098375733
Order_No_3358,1765.9301223375733
Order_No_18458,1627.2934035875733
Order_No_24037,979.8207473375733
Order_No_21745,1349.0453567125733
Order_No_24791,1943.7855910875733
Order_No_6329,555.813850364917
Order_No_8694,1291.3461379625733
Order_No_27757,1184.7660598375733
Order_No_4758,1240.8988723375733
Order_No_14631,1621.8441848375733
Order_No_3434,1944.3415862499096
Order_No_13846,2377.3227004625733
Order_No_12622,1461.7582473375733
Order_No_9441,2653.7660598375733
Order_No_90,2608.0785598375733
Order_No_7946,2413.3363723375733
Order_No_1197,2952.3363723375733
Order_No_1201,2290.4167815624096
Order_No_23299,2110.8002395250733
Order_No_21272,1270.0707473375733
Order_No_23873,1736.6801223375733
Order_No_12427,1341.8461379625733
Order_No_22203,1667.1892424999096
Order_No_18445,1212.0144378124096
Order_No_26717,1361.6005324938233
Order_No_22256,1094.5214309313233
Order_No_18400,2023.0670852281983
Order_No_9350,1468.3715285875733
Order_No_19162,1773.4314299999096
Order_No_14922,790.2543410875733
Order_No_2131,1118.268424949878
Order_No_23408,1482.3832473375733
Order_No_2149,1695.1449660875733
Order_No_10310,2050.4105910875733
Order_No_8168,1762.1918410875733
Order_No_2601,1162.5072707750733
Order_No_13698,3014.1928176500733
Order_No_26624,1603.5863723375733
Order_No_27107,1113.9188918688233
Order_No_5323,809.5355910875733
Order_No_22269,733.078987083667
Order_No_21736,1361.2868987499096
Order_No_11521,1389.3435393749096
Order_No_22671,1082.0668410875733
Order_No_7912,798.1638518749096
Order_No_5344,746.5004348375733
Order_No_21928,843.0515822985108
Order_No_7074,935.0512160875733
Order_No_13915,2059.3285598375733
Order_No_24101,1899.6913528063233
Order_No_18299,1031.9047317125733
Order_No_15816,1014.5141067125733
Order_No_24483,1067.2934035875733
Order_No_20072,2321.9691848375733
Order_No_14156,1714.2836379625733
Order_No_18214,902.8793410875733
Order_No_18224,1819.5082473375733
Order_No_11799,1349.5180129625733
Order_No_22357,1995.5824660875733
Order_No_25600,2391.4152602770264
Order_No_8407,1075.7382278063233
Order_No_6064,1117.7328567125733
Order_No_6036,1830.1044387438233
Order_No_9128,908.7064895250733
Order_No_1426,1560.5698928453858
Order_No_19831,1055.9848098375733
Order_No_28105,2147.1303176500733
Order_No_24585,2737.0746535875733
Order_No_23807,1873.0100783922608
Order_No_24697,1630.8445159374096
Order_No_19103,1477.4587737499096
Order_No_6192,2450.6736174999096
Order_No_24346,1511.0551223375733
Order_No_9862,1331.6312942125733
Order_No_24734,1557.2328567125733
Order_No_18189,526.7426223375733
Order_No_27172,3551.0798674999096
Order_No_14011,1244.1273879625733
Order_No_20671,2816.2113723375733
Order_No_17099,1180.5980910875733
Order_No_22897,1582.9066848375733
Order_No_22494,2412.1234817125733
Order_No_4077,1295.0102004625733
Order_No_21220,1457.1371535875733
Order_No_13220,1362.4831924059326
Order_No_19174,1810.3142424999096
Order_No_18713,1108.8793410875733
Order_No_21298,473.257453880542
Order_No_10814,1379.0590285875733
Order_No_23640,1437.4555129625733
Order_No_12642,1813.3090285875733
Order_No_14796,2708.8480910875733
Order_No_6235,1166.1511565624096
Order_No_17745,1865.2269973375733
Order_No_22977,2221.9301223375733
Order_No_13495,2456.1019973375733
Order_No_28033,766.3978957750733
Order_No_2273,946.7511672594483
Order_No_22178,2121.6293410875733
Order_No_23625,1973.3402785875733
Order_No_10849,2393.9457473375733
Order_No_26443,757.4193801500733
Order_No_20259,2281.3891067125733
Order_No_15020,1100.5390090563233
Order_No_20222,1771.0277785875733
Order_No_1227,939.8246535875733
Order_No_14684,1245.2416457750733
Order_No_7219,1178.2699660875733
Order_No_23991,1662.0824660875733
Order_No_3544,872.1892424999096
Order_No_12140,1875.0062942125733
Order_No_16428,1404.6268996813233
Order_No_24237,1124.8865081249096
Order_No_20812,1401.3871535875733
Order_No_17969,1110.5290862499096
Order_No_7106,1572.2816848375733
Order_No_25181,1189.0290862499096
Order_No_20059,2304.2283049999096
Order_No_11464,1500.0883254625733
Order_No_19530,888.8871535875733
Order_No_7266,1557.4984817125733
Order_No_14776,926.9275237499096
Order_No_8187,1673.2641067125733
Order_No_11058,686.0941848375733
Order_No_24929,1985.7777785875733
Order_No_14431,1355.1527785875733
Order_No_23643,881.5277785875733
Order_No_5633,1614.0160598375733
Order_No_21622,602.5033645250733
Order_No_1008,1302.3220549999096
Order_No_8970,1470.4164504625733
Order_No_16328,1228.5238723375733
Order_No_5604,1250.3227004625733
Order_No_23474,1374.2439299999096
Order_No_10688,1658.9144973375733
Order_No_18491,855.0092239000733
Order_No_20857,1657.5160598375733
Order_No_28176,1705.1150237499096
Order_No_13933,1295.5228957750733
Order_No_21397,1527.9047317125733
Order_No_27085,1171.6264114000733
Order_No_9860,1726.2230910875733
Order_No_19842,1337.2523879625733
Order_No_2690,1317.4428176500733
Order_No_13189,865.0919875719483
Order_No_21567,1326.548983710847
Order_No_26409,1111.5785598375733
Order_No_13863,3541.2094192125733
Order_No_4153,1208.4105910875733
Order_No_27691,1618.015536445222
Order_No_11007,1661.5583831249096
Order_No_22244,1508.1540862499096
Order_No_1004,1084.5394973375733
Order_No_27383,1887.2387160875733
Order_No_2127,1350.0486220934326
Order_No_18020,2349.3181487499096
Order_No_8516,2013.9848098375733
Order_No_10405,1405.3773879625733
Order_No_1078,1641.7243987499096
Order_No_11513,1335.8402785875733
Order_No_12856,1387.2230910875733
Order_No_11810,790.8680190660889
Order_No_23272,1876.7855910875733
Order_No_20209,1362.1306487499096
Order_No_12748,1387.4174270250733
Order_No_12539,1304.0447112499096
Order_No_5529,1893.0824660875733
Order_No_2518,717.0971755602295
Order_No_21137,1438.8207473375733
Order_No_27969,1399.3344192125733
Order_No_23008,1440.6039504625733
Order_No_5583,1421.3884612499096
Order_No_4761,1342.2641067125733
Order_No_9669,1607.1863128124096
Order_No_24806,1124.2435989000733
Order_No_18985,1642.3376799999096
Order_No_12565,1784.5963821031983
Order_No_9560,952.7191848375733
Order_No_18862,1033.4740676500733
Order_No_4922,1417.9580764391358
Order_No_21441,1150.4809035875733
Order_No_9159,1465.9822112499096
Order_No_9022,2062.1469192125733
Order_No_27049,1452.3021926500733
Order_No_26486,1862.4555129625733
Order_No_4097,1219.0375442125733
Order_No_23139,1125.103889427417
Order_No_25363,774.9926223375733
Order_No_26892,790.0564299999096
Order_No_3469,597.4887160875733
Order_No_23231,1353.8559035875733
Order_No_15424,2198.8637160875733
Order_No_19610,2382.4379348375733
Order_No_24926,944.5238723375733
Order_No_637,698.155387840503
Order_No_27648,1308.0121535875733
Order_No_25227,2257.2074660875733
Order_No_9982,1487.0121535875733
Order_No_4345,2013.1908645250733
Order_No_8175,1034.1527785875733
Order_No_2570,1024.3820266344483
Order_No_3236,2059.0082473375733
Order_No_19276,1434.1059035875733
Order_No_3115,2320.0590285875733
Order_No_2920,2457.0326614000733
Order_No_25352,1668.0785598375733
Order_No_27839,1004.9945754625733
Order_No_9256,1693.6736174999096
Order_No_482,1864.7914504625733
Order_No_13576,878.3111037828858
Order_No_19782,1787.1605910875733
Order_No_22117,1476.3181487499096
Order_No_3924,1952.3279143749096
Order_No_16930,2274.3852004625733
Order_No_9752,1273.6833831249096
Order_No_18856,1172.8227004625733
Order_No_1465,1590.6644973375733
Order_No_2207,1869.8598098375733
Order_No_26647,990.4437942125733
Order_No_9598,2283.8930129625733
Order_No_6136,1417.0844192125733
Order_No_20868,2133.7439299999096
Order_No_11640,1453.3471145250733
Order_No_21036,1403.4496535875733
Order_No_9937,2504.8891067125733
Order_No_1938,1812.3705520250733
Order_No_14352,3844.0805129625733
Order_No_8111,1587.1540862499096
Order_No_1288,1839.7719192125733
Order_No_17199,2781.4350051500733
Order_No_24205,697.7992629625733
Order_No_15545,1683.5687942125733
Order_No_8149,1720.6801223375733
Order_No_10383,1558.5512160875733
Order_No_7098,1821.7465285875733
Order_No_13355,2377.6755706249096
Order_No_26792,1149.3070754625733
Order_No_13673,1770.8090285875733
Order_No_19983,1351.1755706249096
Order_No_23886,1641.3923674999096
Order_No_17985,1249.3441848375733
Order_No_13813,1112.4301223375733
Order_No_21233,1525.6625442125733
Order_No_40,931.8715285875733
Order_No_15654,1104.5198440172608
Order_No_24330,877.7250442125733
Order_No_6840,1563.7191848375733
Order_No_19400,2218.6371535875733
Order_No_6424,1870.7523879625733
Order_No_0,1849.0746535875733
Order_No_1948,1868.0355910875733
Order_No_14959,959.2341384508545
Order_No_15036,632.6267424999096
Order_No_6783,1671.4310989000733
Order_No_19301,1011.7777785875733
Order_No_19236,1725.3109817125733
Order_No_20758,1344.1849746324951
Order_No_20276,696.1303176500733
Order_No_23465,793.5160598375733
Order_No_23480,1444.5199660875733
Order_No_10219,1959.9926223375733
Order_No_23825,1335.8612746813233
Order_No_21537,1425.2465285875733
Order_No_14307,672.0404739000733
Order_No_12599,1428.9203567125733
Order_No_20086,1606.2816848375733
Order_No_16151,2008.8480910875733
Order_No_19898,1044.8031692125733
Order_No_5079,996.6019973375733
Order_No_5214,1172.0095549999096
Order_No_2073,2402.6840285875733
Order_No_9998,1439.8363723375733
Order_No_7108,1636.5121535875733
Order_No_15679,1603.5580520250733
Order_No_24154,1355.9769973375733
Order_No_22713,1078.1176223375733
Order_No_11668,1765.0043410875733
Order_No_4660,1639.4861174999096
Order_No_14109,1435.4973830797608
Order_No_25088,2093.8207473375733
Order_No_16572,1090.3168410875733
Order_No_10080,1231.1889114000733
Order_No_3932,1289.1501799999096
Order_No_18616,1576.0349456249096
Order_No_19394,2458.872470038972
Order_No_16721,512.3715285875733
Order_No_24724,1625.5590285875733
Order_No_11295,1458.7048674999096
Order_No_9978,1507.4711379625733
Order_No_26105,950.3296737291748
Order_No_1112,1850.7504348375733
Order_No_18747,2577.2309035875733
Order_No_21720,1732.4128753124096
