index,Time from Pickup To arrival
285,765.1158118648442
286,1705.6868923873076
287,2391.1306449854683
288,1911.686710535777
289,2646.7559031940555
290,1454.335601370932
291,797.6504255158937
292,2474.2345023283124
293,766.7489019198607
294,966.8117299631833
295,2274.3425880972363
296,2027.1815825019062
297,1520.3861089824045
298,1435.9888496606086
299,1413.1019961810464
300,1422.320187874015
301,1178.4737361119971
302,1543.471385919326
303,954.8814877667647
304,1454.5146958295422
305,897.4503262014989
306,1918.6646429680493
307,1859.7810513172724
308,489.371275318407
309,1232.5419206918584
310,1593.563384905769
311,2649.2002571763423
312,1807.6276122014326
313,1494.142573057332
314,1476.4436371554807
315,1127.366213616915
316,1107.9146800992492
317,1424.8642117596487
318,1642.9941998074332
319,1464.992869691489
320,2181.211034797031
321,1292.140338017955
322,1906.9734112526369
323,797.6854026568637
324,1255.7423852209715
325,1213.6281425028164
326,1407.857504576954
327,2361.6797957114413
328,981.053228493448
329,1180.2611060558406
330,1184.7333841776535
331,1750.639889240286
332,1609.44683471687
333,1950.746657970316
334,1574.1235881762445
335,1660.2679304059443
336,1887.9633839128226
337,1077.278933862952
338,1623.836640918717
339,1733.1886598273074
340,1548.0269931006667
341,1686.3102556493875
342,1506.2729615939973
343,1291.8387549767983
344,2017.9486466612657
345,1214.1580652508615
346,1548.021101486321
347,2420.288802857457
348,1492.9692872484864
349,2247.1666778232093
350,1297.016880390951
351,1305.3435028192569
352,550.9795681643785
353,1897.4194274005308
354,1601.8030440180619
355,2069.1755546495187
356,736.6124595169492
357,2043.5332781504915
358,1267.0378659551488
359,1308.598957914513
360,1232.0153005396796
361,1514.809656853136
362,947.9177225188736
363,1851.110780489072
364,1059.1212554443425
365,2628.9313926488458
366,1097.310162436828
367,2034.4868779366243
368,1576.9521212775323
369,593.6183596411105
370,1118.457055509797
371,2607.237446598181
372,1768.9094620518067
373,1155.154443336734
374,1555.8246236347088
375,1683.8733251766432
376,1127.066782136226
377,1851.3133089801638
378,1280.8325492768731
379,1237.0767795990519
380,681.2138741942084
381,2175.9612213028995
382,1686.1858479129764
383,612.6051077195858
384,760.1116060217371
385,1361.5129469579879
386,1615.454124046303
387,1421.191489988267
388,1271.3268475734285
389,1426.405817728473
390,527.87351310352
391,2185.8846938725205
392,860.0123078510414
393,2380.8933744423252
394,1379.197469623599
395,2484.263472180783
396,1342.6115400798317
397,1604.3853443694395
398,1252.7757589920172
399,1789.8188327204643
400,1718.344565760334
401,205.31898859551143
402,2511.839142709528
403,1621.3464842471094
404,554.9858139812827
405,1794.4849044525938
406,1594.6610365882207
407,712.0332595135324
408,1526.0861991110946
409,1649.5037293442704
410,2112.814311175077
411,597.4718522441435
412,1418.0239010049409
413,2522.1617026094877
414,1654.5973250362993
415,1304.933308914727
416,2167.517954657014
417,906.8503649381107
418,1960.9860783592503
419,1115.5479880204196
420,187.73629165264902
421,1254.4983737937566
422,808.0151121278205
423,2543.2767113675336
424,464.94076343751703
425,1723.9478391120524
426,454.86991440657425
427,1696.2247516809903
428,1214.608923939349
429,1681.7957534990096
430,1266.946915271963
431,2116.627031706921
432,1593.31363969209
433,1423.8682572774485
434,873.4874177783546
435,1034.8852583026808
436,2191.2558290131237
437,1645.9096723170278
438,648.5704556937858
439,1487.4125544875762
440,1421.7436452906038
441,1794.0903542502992
442,1508.23781970882
443,1808.1988686248308
444,590.1420397526449
445,687.0736129865276
446,898.5858154395087
447,1686.0715892298792
448,2138.3202827331866
449,1326.1526790470693
450,1407.3882003632561
451,2206.5235399353182
452,748.3081569219778
453,1118.9441590780884
454,1559.427131135273
455,979.4633297855568
456,2103.3259607319715
457,1712.314527784584
458,1244.6989864351676
459,1853.1341978999405
460,953.5495634226618
461,2004.3497310598405
462,1791.6914973110017
463,977.1233520962143
464,824.0296229657318
465,1193.7853261011712
466,1113.7454562515334
467,1107.733490907253
468,1265.9388398037433
469,71.88519050591185
470,1641.791262460563
471,1007.6318652705934
472,1336.9516839902337
473,1389.66351282685
474,1984.3596434164251
475,1008.5376105606466
476,820.4738252511135
477,1338.5096846093454
478,1637.1233518794982
479,1044.124411889265
480,1861.6992004419776
481,1849.4794484597478
482,1474.0704729802792
483,983.4954648643873
484,1577.438388400341
485,1140.3005222196846
486,2537.274388902174
487,1414.9053396969684
488,712.0257842339508
489,1133.7477471565376
490,784.4513468042846
491,1381.4546085152274
492,1392.8440754130709
493,1356.6485502799565
494,1096.4272348204045
495,1041.0117240250684
496,975.4693706952447
497,2233.288633941312
498,1314.7746736682677
499,1268.8010377298856
500,1468.1993317764086
501,1741.457581560014
502,945.5579103296295
503,884.506610718819
504,1947.5010437825133
505,859.1263286140545
506,702.6512164049878
507,2100.3450329038697
508,2578.986436914183
509,2303.1852229913893
510,2096.2215497487196
511,1786.7972426077185
512,1645.7227262491713
513,1595.2057381672869
514,657.9395186111606
515,835.1970873430973
516,2177.8070718457816
517,770.1951474171343
518,1757.7820206648305
519,-57.889021274658035
520,3060.1789590685803
521,1452.665374992967
522,961.6676681368357
523,1807.6794251672866
524,1618.5488355811083
525,1759.555666668637
526,584.1663297423535
527,771.6313271557082
528,1199.1299762915316
529,604.1342277725405
530,1902.8378627356997
531,1770.7131689070604
532,1222.0639704071891
533,1692.773179791663
534,1407.983042696313
535,1456.2589534916506
536,2220.1836489011694
537,1313.0525358469727
538,1393.1369135770894
539,1082.7604755044
540,1204.8736130442735
541,1597.1521831192683
542,408.90533900988044
543,819.1767936238057
544,832.228188080696
545,1511.0294123527121
546,1393.5928057941644
547,994.7715858691653
548,1735.4187462342163
549,1069.1228161033312
550,2219.284094514441
551,2130.39911783989
552,2540.94929847378
553,2934.0076751201664
554,2042.5299418995583
555,2094.788503596167
556,1205.869957234133
557,1514.1620102881434
558,1712.1509757065537
559,1888.4101536420346
560,1062.2442357970415
561,1369.309673812425
562,862.7555730099724
563,1988.5459269233922
564,1307.4513287725745
565,1374.6382420168186
566,593.3172916338767
567,1013.6056736859946
568,989.1637203860457
569,1589.7276880029335
570,1599.8545150341172
571,1646.520894992631
572,1189.6618121271024
573,2306.386680213677
574,1653.6373495203313
575,841.2806296789665
576,702.5497043612174
577,433.53470126763864
578,904.0826787143493
579,1281.9863284372534
580,834.9059816314306
581,711.5878834583507
582,887.9329421312415
583,1028.8986070003216
584,930.4334845449255
585,2160.643872912627
586,1913.513456890473
587,658.141797128169
588,888.9215301945151
589,770.7647248425872
590,1672.59150020378
591,1910.7004343748767
592,1052.3615743967812
593,2041.7531999235102
594,1080.3581811591287
595,1565.5868020604385
596,2014.0978226742545
597,696.9492687059359
598,1002.948741473775
599,1626.1093987852341
600,674.3679603064088
601,1351.8219989046186
602,868.6396008973302
603,1978.199035801812
604,3029.8670587547103
605,1648.9060342374767
606,1421.911666713534
607,1206.4285049505977
608,2097.104752771891
609,1345.0596090754525
610,1281.6713484052189
611,1624.6974012610888
612,630.0678468907151
613,2473.9267520147564
614,1047.6852950825287
615,2439.023931685123
616,763.3208852404364
617,1339.890858016435
618,1939.8538822543405
619,1196.738835868517
620,1360.882674173835
621,1341.4320718973659
622,2050.0507283947168
623,1223.7980605201444
624,563.7401230003501
625,1182.9502748607192
626,1231.5013476186473
627,1773.1566945738728
628,2596.069604586628
629,911.572339037572
630,1823.6535987558357
631,1944.3689430098536
632,1992.0921638543819
633,659.3175707286017
634,693.4824382738086
635,2018.7506297623424
636,1806.9306427806364
637,2263.976638063218
638,772.889972502749
639,2604.1859498794392
640,1036.7836329337629
641,1513.0078063865503
642,609.8083106421195
643,1229.2222369364338
644,832.1527351899749
645,1096.6491338853043
646,958.6014800831518
647,1747.6268059078488
648,1629.7967452134249
649,920.6568557100157
650,1394.5135496471958
651,942.8707153587224
652,1636.5469487739733
653,1033.9021152042537
654,2271.40450258878
655,1471.1476376120129
656,544.7162519000979
657,1775.9409997783846
658,905.7188123243745
659,1757.524897995262
660,1213.808762168455
661,1811.1654488307477
662,1470.9302746344006
663,921.141442558621
664,1359.6268803490675
665,875.0264167172511
666,1061.483448975607
667,1251.7710489426343
668,958.6775046678972
669,1173.9471135035922
670,1256.6553341054355
671,1599.1761034289332
672,620.7053924057601
673,1891.4101009534427
674,1621.6696805899337
675,1343.6959216487887
676,1609.6981112667597
677,1177.3001662228676
678,1613.8152362360015
679,1466.5479823826197
680,1223.2794134329567
681,842.4893366277314
682,1166.441534625086
683,1028.3414694775508
684,2548.9939765541435
685,1110.181549848624
686,1445.873425587007
687,1361.7556739609981
688,1580.0321255607691
689,1198.7017610334565
690,1392.5562527058469
691,1241.0988405031317
692,1979.5599488193502
693,1280.6745449037523
694,1286.7606838915117
695,1708.7481071358288
696,1309.2740539371146
697,1378.61319982649
698,415.6894025698002
699,1614.1655168296768
700,1226.050354040786
701,1554.5568781485188
702,1070.3150496976177
703,1469.6003345389806
704,556.3553702451765
705,1178.251818360167
706,1233.0399156378603
707,1658.5001042431038
708,1401.692852877727
709,1285.990423528833
710,1398.9023404378524
711,975.9329824384976
712,1550.9131782587385
713,1673.1994461934676
714,922.8068906610232
715,834.7168887891157
716,1225.767658177294
717,1007.8398328763391
718,1368.8225413933496
719,1950.5619746584841
720,1018.1926797062691
721,1733.785690492561
722,1251.8738283299904
723,1265.6345416111794
724,726.9463924421007
725,557.440414464514
726,580.0124376860065
727,1221.267557684921
728,2165.202235359742
729,2405.2096793167752
730,618.1103501549925
731,361.4601247822975
732,1106.9651324063748
733,1727.941241865927
734,1337.2778540604181
735,1707.3269229528073
736,900.451210791551
737,772.4673525582855
738,1601.7828732455791
739,1325.4729267551065
740,2247.3769285951175
741,2536.2622736359026
742,1661.8329008305536
743,836.5025981349467
744,1664.7285600102732
745,1476.689874479295
746,381.8166416123106
747,1323.4434985470186
748,1248.3127712269195
749,1148.6270677962564
750,2107.5233458595903
751,1100.772489498735
752,852.5984153080682
753,1964.2256475508723
754,1774.4555016997376
755,952.5367392551007
756,2204.308951185076
757,1275.1929054049772
758,2201.02942137788
759,1304.6979025563548
760,1202.1831966992868
761,2330.300141862333
762,1978.5902739419535
763,2651.203904851767
764,1545.5495243573419
765,1949.4454628145163
766,2306.6637721225893
767,428.0374192328584
768,1623.3091182642243
769,1922.9157824338631
770,1838.3040971314751
771,1820.773384286143
772,2141.025259007442
773,938.9630022480088
774,1803.666086889344
775,1361.8883208218244
776,1494.1462568974885
777,1277.2401138382313
778,850.983450996271
779,1655.2679500754364
780,746.8636290757443
781,1135.6973648133196
782,838.2803481291118
783,1333.043461952271
784,2428.6903474360374
785,1772.2326927534914
786,2019.2443075616895
787,1959.6574142742143
788,947.7057465120154
789,710.4057845309891
790,1486.772275883347
791,889.5145792998806
792,1734.571999138334
793,1775.0365712084615
794,707.1119751190454
795,1064.3851187676032
796,1188.7887627632379
797,1671.2999611855848
798,1099.924815958345
799,1556.554491741009
800,871.2709302500024
801,1545.3700997486926
802,1613.564374241642
803,1657.116552026327
804,811.2647026403306
805,917.5211709722143
806,897.0112873550823
807,2694.7300081896433
808,1184.2933715281029
809,1409.6188261395555
810,1816.7516377657867
811,1191.7225938970143
812,899.3975849111362
813,1740.8014078627266
814,2378.212705066824
815,1246.510805067883
816,1784.0632689077374
817,738.7634145727402
818,1099.031397954539
819,1255.6545216557201
820,1475.8468296756162
821,2641.5549523274813
822,1039.786759855942
823,1649.454888489817
824,1233.3214022710258
825,1612.9132884053474
826,651.3765921950458
827,1501.552635422932
828,2288.6531036607353
829,1584.8600629608345
830,1015.2955626872589
831,2212.203900154181
832,2020.573781444514
833,782.2136137532244
834,2276.5627477837124
835,727.7488178122298
836,1231.2737617127873
837,1894.3987790024737
838,829.7127911158819
839,1534.24353711943
840,1200.6599149781837
841,1577.3301103823617
842,1252.6989780707802
843,1294.076627313085
844,739.3926340566533
845,1302.8008550256798
846,1892.3992283118391
847,1615.472809326817
848,1245.9187238817576
849,496.28631964203896
850,1843.7240733187048
851,836.90054553359
852,2065.7992939255605
853,2524.2150735384603
854,910.9307317556329
855,2449.3858451621063
856,1803.6498390709698
857,2656.413301957336
858,1874.5564812062785
859,1770.6259783562657
860,2010.1798755337056
861,1469.5448219924992
862,1631.0266549123758
863,1808.908756444738
864,1591.147557559573
865,1151.3584623115626
866,1666.0577558918108
867,1339.2390153983547
868,1830.0706815615117
869,567.6392135382678
870,922.0788715634071
871,2490.5185159187736
872,1522.327457510593
873,2224.9901304102405
874,2013.1265275007706
875,858.4123182661284
876,1778.7188647696225
877,1753.5276940304698
878,1946.1244601008727
879,2570.530109135883
880,2190.1568720790006
881,601.6827232038504
882,482.77415173037593
883,1655.032312791053
884,1249.4379125645014
885,1118.193070027027
886,711.0610928080395
887,1165.186885493129
888,1767.1604609117642
889,1942.6782792934198
890,2373.509453393111
891,1008.0993079200438
892,2022.630259618178
893,1497.5771018092362
894,1072.8279051799102
895,1336.7422696908827
896,734.1135044032044
897,1523.5700138324323
898,1339.1648768537136
899,1096.0831921973822
900,2613.750730231237
901,653.4937076334912
902,1131.5792093864127
903,1329.3710925872274
904,1105.2557385713337
905,2048.289698303789
906,873.066313417199
907,1375.2408645307628
908,1040.3461687825252
909,1461.7012955902196
910,2506.933270918028
911,1942.9186303336649
912,2275.4123254878455
913,1427.310700612064
914,1774.1515204451896
915,1213.0929500919135
916,855.7666514860161
917,1510.4645773134898
918,1751.5940088350665
919,887.8725483933252
920,1083.5494500127083
921,1327.2971834156954
922,2239.0873311648625
923,771.7262941347637
924,849.9427363192686
925,1610.8967503717606
926,1627.169353036537
927,1190.669706972605
928,1422.9708312670057
929,2380.967219352161
930,1122.252277042149
931,416.191715977131
932,1225.8716546218798
933,993.160806462564
934,658.5048375487017
935,1428.3901652918005
936,1655.300209861444
937,767.0091991174622
938,1046.4083348678848
939,1700.7670035305634
940,1699.7283502073951
941,2057.306608202673
942,1758.3808870032497
943,1659.0094007148623
944,1269.6355224814909
945,655.9260309190338
946,2326.430251605866
947,2039.2016311299049
948,1129.285817982304
949,672.9297615627277
950,1340.5972033319083
951,598.9996515160532
952,1911.2154015044139
953,1158.3121183309477
954,745.1690724915538
955,1931.1055867926339
956,456.68159834138373
957,859.8711763784655
958,1270.9761704184293
959,2110.805808646045
960,1556.8590833308363
961,1693.8523910326799
962,1623.4224975667428
963,1526.9708900249752
964,1644.7351463707846
965,1261.5921716992486
966,792.6309712144537
967,1322.5129997596437
968,1410.1392570359687
969,1372.478971276078
970,2031.283839219778
971,1105.8191232301597
972,1619.8277809917993
973,813.9870477603791
974,2259.3190886510492
975,110.54775504365853
976,1521.930730798672
977,1779.707103523759
978,423.89713508958266
979,1402.7443321691123
980,1175.595585562905
981,818.648780013894
982,1284.8842031781544
983,1232.663510865728
984,1519.6248564598914
985,2045.866703099833
986,831.6743510326787
987,1679.0549207894521
988,1352.1224303020588
989,1824.1878591142895
990,1735.39861625897
991,2463.491777634561
992,1219.7461463758245
993,1672.0004182352568
994,2315.0118362949815
995,788.8110276404487
996,1884.043208068007
997,1785.853746510167
998,1632.8352005656627
999,2585.7414260494347
1000,1835.8509041769325
1001,1692.0467620150207
1002,1713.457206696969
1003,1150.6095845803018
1004,901.5144181926166
1005,586.683476883939
1006,2028.5727126227362
1007,1655.5339518408189
1008,2103.441154385962
1009,1172.0339879116927
1010,1915.2535916894306
1011,1536.7986858968618
1012,645.079824419219
1013,178.54127879884982
1014,2072.241793610349
1015,1111.135735759548
1016,1170.1092532681002
1017,1991.0219123102072
1018,2370.2188915549104
1019,2194.4449042179995
1020,1643.4804157116084
1021,989.6247844499566
1022,1951.5446083444829
1023,1423.3330519594783
1024,1872.8590481934557
1025,877.5377510943291
1026,1209.6603666850845
1027,1038.4375557305957
1028,1662.4393613670939
1029,1657.2005533883435
1030,1457.6487882171227
1031,484.3526618900212
1032,866.9253835512616
1033,1343.5290565684356
1034,2197.083028092864
1035,533.6504506690605
1036,1814.665485263472
1037,1010.4785787616879
1038,1289.2509363129568
1039,1225.502030538458
1040,1491.4008868137062
1041,1718.0041436722622
1042,1099.9919381456828
1043,1204.5411383467097
1044,1089.8289561313213
1045,664.6226297785114
1046,786.3440739793024
1047,1050.9186672448122
1048,1345.6216393417906
1049,2626.553781012518
1050,1742.5662808008813
1051,2110.4002382406998
1052,2662.4532320657518
1053,849.3486367737881
1054,1679.8239302143863
1055,1066.5561574766484
1056,1363.7530716446834
1057,963.1949482726907
1058,1228.177719043396
1059,1394.201090699173
1060,704.5328015226406
1061,590.9796013109244
1062,2115.1052877312777
1063,1288.86818617866
1064,1579.288983248472
1065,1467.6276143913913
1066,998.3603860926062
1067,2268.2275023902835
1068,898.7676358410534
1069,499.491149913051
1070,1685.876006351879
1071,1347.9084037561051
1072,1740.194031336778
1073,1759.7635520844456
1074,960.5560930469996
1075,1158.4420597415244
1076,2265.247099555972
1077,2834.047259086167
1078,1390.1987910239452
1079,2991.3673589748173
1080,967.0520481037756
1081,1873.8060045374334
1082,1336.9504652996006
1083,2149.923709336813
1084,2136.1411791256673
1085,1457.6772859367443
1086,1558.7848151215505
1087,1514.076239759496
1088,921.1957762415618
1089,816.6889952956697
1090,1296.321015442865
1091,1426.4012941892975
1092,1145.0770638560844
1093,925.7956752644092
1094,923.1214142228832
1095,1725.938402713523
1096,1244.5700071991103
1097,1055.3683797454996
1098,1755.0725624953313
1099,922.1004815581708
1100,624.5028469850189
1101,2113.0515147095284
1102,1425.1768204441885
1103,2369.2965108202507
1104,1480.6510462550234
1105,1824.6117672610815
1106,1856.4995499942615
1107,1276.584689327982
1108,1587.2093184658204
1109,1045.7421435576096
1110,1117.9612714710784
1111,701.6992040092732
1112,1416.7676554069596
1113,1113.7039186715651
1114,889.0123553791443
1115,1632.6211935832505
1116,1396.4438178892924
1117,1315.6080737915026
1118,1321.2986647218577
1119,2099.0328936218116
1120,943.9709768313548
1121,1211.4526293412437
1122,1273.9433721183432
1123,1835.85369042778
1124,740.3035500797743
1125,1590.3311532918456
1126,1641.0167921978684
1127,2022.9410125704644
1128,1088.255677517814
1129,629.8377705125313
1130,1459.0971508528382
1131,1161.765796393686
1132,1070.322240160931
1133,1529.46366756962
1134,1254.5614369749367
1135,1172.7700011415156
1136,1344.8276964007823
1137,537.536445101011
1138,2171.0942925409354
1139,1155.2213360658325
1140,1316.8127593759696
1141,2040.5877884757185
1142,1597.6142109479008
1143,1611.0247701675469
1144,1623.0777853304792
1145,1303.068254913477
1146,1464.8551964208075
1147,754.7460047196728
1148,1210.5742444440227
1149,2653.3660393486425
1150,1396.9397877736271
1151,1729.5922269790462
1152,1527.618308489449
1153,2584.82857786059
1154,1901.9389810226469
1155,916.5956577283988
1156,1941.8194626487539
1157,1277.1339358004811
1158,2138.6064912284414
1159,1997.8539104369781
1160,1574.5985495299742
1161,2110.579293374811
1162,2271.5465223471065
1163,1821.9660729910188
1164,1078.594426599232
1165,1870.8229872341603
1166,2036.5791190899895
1167,909.0856279001817
1168,581.6961005374676
1169,2099.12229974915
1170,1230.9479323867827
1171,1265.7192403047836
1172,1207.805609338869
1173,797.8792573237588
1174,1818.0278521562086
1175,1330.5109349959191
1176,1988.740512975783
1177,1891.522529332725
1178,1962.6067275935216
1179,952.6969536130719
1180,1055.9254958449224
1181,1558.5763819916156
1182,2796.9947889354294
1183,953.0167726754207
1184,1059.8806020737811
1185,2072.9704823670163
1186,2536.8415017660204
1187,1539.9448382192
1188,1295.5891547709841
1189,1990.762600234635
1190,717.8864433794365
1191,1024.793815887324
1192,2356.906856038356
1193,1229.8227163071572
1194,1209.2982093090732
1195,870.3418025733162
1196,1253.2916777558642
1197,1451.511351205032
1198,1202.9664588694336
1199,1308.170857440151
1200,811.4080030531838
1201,952.6553311472978
1202,2105.7265638365748
1203,1397.7778461953244
1204,667.628814136768
1205,2033.597609808272
1206,1802.9613367402956
1207,1529.1059620479568
1208,1689.5234191865534
1209,745.311348153417
1210,1092.618728833873
1211,548.9566247016626
1212,1399.5485249452627
1213,1245.7949534415307
1214,1661.8346691717477
1215,944.3501528396519
1216,1070.7831017778683
1217,1084.6709874583742
1218,1084.7385399086565
1219,1489.6303529023055
1220,1710.5303939687835
1221,2132.794119752755
1222,2769.4290819737053
1223,1615.4423976167918
1224,2017.4035577493617
1225,1871.0089061138167
1226,2295.4009280008404
1227,720.1938124917572
1228,1759.2842971266296
1229,1132.6285589771387
1230,1228.1953971956418
1231,1995.995925292551
1232,1712.2554571364192
1233,1380.954992284037
1234,998.0387870527212
1235,1812.5641689331253
1236,559.5349993693476
1237,1568.1608893911425
1238,1541.8998302199104
1239,944.2321992648433
1240,2362.4133648922484
1241,1225.9831325033758
1242,788.2438134557581
1243,1913.3238639087695
1244,1743.7341085090843
1245,757.337350302467
1246,491.75237314509013
1247,1917.9972024674994
1248,1702.8799825944488
1249,1559.8269112425469
1250,1354.6163010582256
1251,2433.4915427223245
1252,1101.4849159877901
1253,1592.5376968525422
1254,2056.9202323424497
1255,1576.347797684197
1256,1883.5912308528
1257,1103.0069985294328
1258,1317.6728798371487
1259,1181.3061460693186
1260,1005.7437782056172
1261,1382.1194450627127
1262,1414.8405838113138
1263,1965.7750117872756
1264,1467.0743551388387
1265,1364.0122845461567
1266,1417.467634496714
1267,863.7955128933961
1268,1343.813446367647
1269,1230.224334827099
1270,868.0675253925128
1271,1943.2222904169207
1272,1318.9444875708068
1273,1068.2836667219733
1274,2921.3992241661276
1275,1038.5618853076326
1276,1289.7825489318031
1277,1646.1444796212572
1278,1470.0605105407424
1279,1788.390722599714
1280,2099.621288064872
1281,2407.145385364305
1282,1551.9171764606356
1283,1893.2462832904605
1284,2271.6601828143425
1285,1356.1979569959374
1286,1808.7237724200281
1287,1115.2459706706966
1288,737.0765385907446
1289,1718.3285903014678
1290,2607.8900083440285
1291,301.25610762511474
1292,563.8312029870739
1293,1770.2067941230343
1294,1322.8312174393404
